model,r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + gini + internet_users + military_spending_pct_of_gdp + murder_per_mil_people,0.5435758530943057,0.539303552187232,0.5334711811933109,127.23257675841967,1.0354039232043426e-105,6,-508.7821801441886,1033.5643602883772,1069.3554858591954,182.42315224598704,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + gini + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp,0.5281818540725748,0.523765459570914,0.5423928761443225,119.59571407716275,4.049794659254822e-101,6,-519.5296176372104,1055.0592352744209,1090.850360845239,188.57581057104278,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + gini + labour_force_participation_rate_percent + life_expectancy_years + murder_per_mil_people,0.5167662047352638,0.5122429554816157,0.5489152627821823,114.24667882683737,8.245361045718816e-98,6,-527.2754718392446,1070.5509436784891,1106.3420692493073,193.13840602346386,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + gini + labour_force_participation_rate_percent + military_spending_pct_of_gdp + murder_per_mil_people,0.5436832096150798,0.5394119136052364,0.5334084380425861,127.2876448652016,9.605876412138904e-106,6,-508.70596243230506,1033.4119248646102,1069.2030504354284,182.3802440977951,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + gini + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5474043335197026,0.5431678686228512,0.5312290946178069,129.21252668151075,7.05848209857661e-107,6,-506.0530097258958,1028.1060194517916,1063.8971450226097,180.89298897077958,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp,0.517038295212628,0.5125175928277228,0.5487607044221955,114.3712306607573,6.890785337548582e-98,6,-527.0929884453728,1070.1859768907457,1105.9771024615638,193.02965717020223,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + internet_users + labour_force_participation_rate_percent + life_expectancy_years + murder_per_mil_people,0.5075591026311254,0.5029496714545056,0.5541198576942771,110.113175179966,3.37107689156502e-95,6,-533.3906035686407,1082.7812071372814,1118.5723327080996,196.8182914990117,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + internet_users + labour_force_participation_rate_percent + military_spending_pct_of_gdp + murder_per_mil_people,0.5430488482569964,0.5387716143873271,0.5337790754923665,126.96262696970156,1.4958743291876818e-105,6,-509.15606716847986,1034.3121343369598,1070.103259907778,182.6337850188642,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + internet_users + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5476546241741618,0.5434205020915486,0.5310821863782562,129.34313500856095,5.917120004439012e-107,6,-505.87378440552357,1027.7475688110471,1063.5386943818653,180.79295304920595,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.547116138823797,0.5428769763166874,0.5313982003504802,129.06231782957667,8.64688666953221e-107,6,-506.25925422237407,1028.518508444748,1064.3096340155664,181.00817434220238,641,648
polrights_fh ~ corruption_perception_index_cpi + electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years,0.5071421472009178,0.5025288131653569,0.5543543979191258,109.92963945201633,4.4143249219422986e-95,6,-533.6648220580652,1083.3296441161303,1119.1207696869485,196.98493983354925,641,648
polrights_fh ~ corruption_perception_index_cpi + electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + military_spending_pct_of_gdp,0.5209997565890419,0.5165161349658504,0.5465054836700951,116.20065214561703,4.993929106353778e-99,6,-524.4244406009366,1064.8488812018732,1100.6400067726913,191.4463441998316,641,648
polrights_fh ~ corruption_perception_index_cpi + electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + murder_per_mil_people,0.512300141892559,0.5077350886185423,0.5514459755745746,112.22216065001282,1.5460346697810585e-96,6,-530.2561380491017,1076.5122760982033,1112.3034016690215,194.92339760950983,641,648
polrights_fh ~ corruption_perception_index_cpi + electricity_use_per_person + gini + internet_users + life_expectancy_years + military_spending_pct_of_gdp,0.5187749425441449,0.5142704958284895,0.5477731912748955,115.16951476884311,2.186520013435847e-98,6,-525.9258404074357,1067.8516808148713,1103.6428063856895,192.3355556799488,641,648
polrights_fh ~ corruption_perception_index_cpi + electricity_use_per_person + gini + internet_users + life_expectancy_years + murder_per_mil_people,0.5174287908278347,0.5129117436280952,0.5485388110715415,114.55022893222808,5.3251605670161966e-98,6,-526.8309143422617,1069.6618286845235,1105.4529542553416,192.87358426839114,641,648
polrights_fh ~ corruption_perception_index_cpi + electricity_use_per_person + gini + internet_users + military_spending_pct_of_gdp + murder_per_mil_people,0.5386301951857547,0.5343116010689287,0.5363536506408931,124.72350506086131,3.216136948901189e-104,6,-512.2740503388355,1040.548100677671,1076.3392262484892,184.39982791427627,641,648
polrights_fh ~ corruption_perception_index_cpi + electricity_use_per_person + gini + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp,0.5200866167952348,0.5155944478416801,0.5470261496867529,115.77628138489311,9.16266922028557e-99,6,-525.0415084460695,1066.083016892139,1101.8741424629573,191.81130701075392,641,648
polrights_fh ~ corruption_perception_index_cpi + electricity_use_per_person + gini + labour_force_participation_rate_percent + life_expectancy_years + murder_per_mil_people,0.5141131645003731,0.5095650817967885,0.5504200218976988,113.039537318696,4.719124571752794e-97,6,-529.0494247531766,1074.0988495063532,1109.8899750771714,194.1987705242583,641,648
polrights_fh ~ corruption_perception_index_cpi + electricity_use_per_person + gini + labour_force_participation_rate_percent + military_spending_pct_of_gdp + murder_per_mil_people,0.5388036001936575,0.5344866292126309,0.5362528473928556,124.81056800282823,2.852908495252298e-104,6,-512.1522526338239,1040.3045052676478,1076.095630838466,184.3305215719819,641,648
polrights_fh ~ corruption_perception_index_cpi + electricity_use_per_person + gini + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5409312081836738,0.536634152410042,0.5350144869688793,125.88414874738591,6.532550525252193e-105,6,-510.6541057447435,1037.308211489487,1073.0993370603053,183.48016131187342,641,648
polrights_fh ~ corruption_perception_index_cpi + electricity_use_per_person + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp,0.497296579230828,0.4925910869927389,0.5598640445560065,105.68428425094872,2.4048474424685978e-92,6,-540.0734040460146,1096.1468080920292,1131.9379336628474,200.92000671581698,641,648
polrights_fh ~ corruption_perception_index_cpi + electricity_use_per_person + internet_users + labour_force_participation_rate_percent + life_expectancy_years + murder_per_mil_people,0.5029112694646696,0.49825833282939347,0.556728706956117,108.08470196044846,6.72054223155785e-94,6,-536.4342901404211,1088.8685802808423,1124.6597058516604,198.67593286852826,641,648
polrights_fh ~ corruption_perception_index_cpi + electricity_use_per_person + internet_users + labour_force_participation_rate_percent + military_spending_pct_of_gdp + murder_per_mil_people,0.5351026323416879,0.5307510189158691,0.5384001851382588,122.96649081162322,3.6462671637542387e-103,6,-514.741882344637,1045.483764689274,1081.2748902600922,185.80972074778023,641,648
polrights_fh ~ corruption_perception_index_cpi + electricity_use_per_person + internet_users + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5410691847792057,0.5367734205181687,0.5349340796025189,125.9541147745807,5.935560261390977e-105,6,-510.5567104584139,1037.1134209168276,1072.904546487646,183.42501496244438,641,648
polrights_fh ~ corruption_perception_index_cpi + electricity_use_per_person + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5390683550095882,0.5347538622327668,0.5360989044029895,124.94362208823605,2.375662847635732e-104,6,-511.96620349845114,1039.9324069969023,1075.7235325677204,184.22470462863694,641,648
polrights_fh ~ corruption_perception_index_cpi + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp,0.5207984761074028,0.5163129704235407,0.5466202950246357,116.10697049858385,5.7093413500037516e-99,6,-524.5605599011416,1065.1211198022831,1100.9122453731013,191.5267917839375,641,648
polrights_fh ~ corruption_perception_index_cpi + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years + murder_per_mil_people,0.5171511841258984,0.5126315384234887,0.5486965661898958,114.42294776561243,6.396146353657217e-98,6,-527.0172468640096,1070.0344937280192,1105.8256192988374,192.98453784084154,641,648
polrights_fh ~ corruption_perception_index_cpi + gini + internet_users + labour_force_participation_rate_percent + military_spending_pct_of_gdp + murder_per_mil_people,0.5370985952903347,0.5327656648250336,0.5372431741359522,123.9573539412924,9.250836099982273e-104,6,-513.3478451627312,1042.6956903254625,1078.4868158962806,185.0119762477865,641,648
polrights_fh ~ corruption_perception_index_cpi + gini + internet_users + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5422220038387107,0.5379370303957033,0.5342617887684926,126.54034174320452,2.6620471120491703e-105,6,-509.74180922142006,1035.48361844284,1071.2747440136584,182.96425737932816,641,648
polrights_fh ~ corruption_perception_index_cpi + gini + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5408212942314363,0.5365232096220582,0.5350785318770842,125.82844298862815,7.050657468662678e-105,6,-510.7316711523023,1037.4633423046046,1073.2544678754227,183.52409161174666,641,648
polrights_fh ~ corruption_perception_index_cpi + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5409375032808256,0.5366405064316602,0.5350108186954318,125.88733998859837,6.504053684529484e-105,6,-510.6496627821678,1037.2993255643355,1073.090451135154,183.47764529366114,641,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years,0.3810645669352346,0.3752710995430527,0.621225579716439,65.77487040825841,1.2688177517679397e-63,6,-607.4655930412671,1230.9311860825342,1266.7223116533523,247.3755025930705,641,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + military_spending_pct_of_gdp,0.39246236896679704,0.38677558926913824,0.6154790130442687,69.01311283930664,3.480680305018006e-66,6,-601.4434564267931,1218.8869128535862,1254.6780384244043,242.82004033418409,641,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + murder_per_mil_people,0.43012238126746416,0.42478811338541234,0.5960977155195485,80.63381719442597,5.16948516431858e-75,6,-580.7098917451123,1177.4197834902245,1213.2109090610427,227.76812381292737,641,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + life_expectancy_years + military_spending_pct_of_gdp,0.3867562287628857,0.38101603745645396,0.6183626217721893,67.37688835031356,6.7649129029846455e-65,6,-604.4723408558011,1224.9446817116022,1260.7358072824204,245.10066481518933,641,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + life_expectancy_years + murder_per_mil_people,0.41418035102398726,0.40869685976992154,0.6043779679184107,75.53223518263118,3.320639919296974e-71,6,-589.6491626037637,1195.2983252075273,1231.0894507783455,234.13981871542512,641,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + military_spending_pct_of_gdp + murder_per_mil_people,0.4414532874906327,0.4362250811332907,0.5901418407526899,84.43685220471447,8.718427581497997e-78,6,-574.2028767684006,1164.4057535368013,1200.1968791076195,223.23939840466983,641,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp,0.3837814304162363,0.378013393883471,0.6198606220473338,66.53588759990775,3.141838828171222e-64,6,-606.0402401126069,1228.0804802252137,1263.8716057960319,246.28962928030575,641,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + labour_force_participation_rate_percent + life_expectancy_years + murder_per_mil_people,0.42339210331914956,0.41799483751558464,0.5996073528757421,78.44566466218846,2.1581081769409844e-73,6,-584.5139260310749,1185.0278520621498,1220.818977632968,230.45807465612162,641,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + labour_force_participation_rate_percent + military_spending_pct_of_gdp + murder_per_mil_people,0.4648532950670247,0.4598441215419111,0.5776477483705716,92.80039765771095,1.0665296356114178e-83,6,-560.3365418138443,1136.6730836276886,1172.4642091985068,213.88690648765603,641,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + gini + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.42418347489891,0.418793616629633,0.5991957428848288,78.70030225410964,1.3948175359861517e-73,6,-584.0689433887438,1184.1378867774877,1219.9290123483058,230.1417800447245,641,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp,0.30108456356475227,0.2945424533953116,0.6601444452010333,46.02254559563506,6.552748847452569e-47,6,-646.8409236615563,1309.6818473231126,1345.4729728939308,279.341831347589,641,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + internet_users + labour_force_participation_rate_percent + life_expectancy_years + murder_per_mil_people,0.41092935294963645,0.4054154311363726,0.6060526413435036,74.5257852516391,1.9263445032251666e-70,6,-591.4422254420116,1198.8844508840232,1234.6755764548413,235.43917441491934,641,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + internet_users + labour_force_participation_rate_percent + military_spending_pct_of_gdp + murder_per_mil_people,0.46251637602499157,0.45748532806266695,0.5789076323337523,91.93241238974157,4.267099960077761e-83,6,-561.7483291691151,1139.4966583382302,1175.2877839090484,214.82092398230768,641,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + internet_users + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.4426710488891148,0.4374542412344107,0.5894981666679864,84.85477675028936,4.35525171251986e-78,6,-573.4957104368765,1162.991420873753,1198.7825464445712,222.75268473165178,641,648
polrights_fh ~ edu_exp_gdp_per_person + electricity_use_per_person + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.46129492189257393,0.45625244066223924,0.5795650550070293,91.48173306377446,8.786396319553183e-83,6,-562.4837974156612,1140.9675948313225,1176.7587204021406,215.30911356357788,641,648
polrights_fh ~ edu_exp_gdp_per_person + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp,0.39313307404245135,0.38745257239542286,0.6151391831545616,69.20745709986701,2.45124725538569e-66,6,-601.0855716257915,1218.171143251583,1253.9622688224013,242.55197359197135,641,648
polrights_fh ~ edu_exp_gdp_per_person + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years + murder_per_mil_people,0.43635400576696415,0.4310780682234412,0.5928295857710352,82.7064388399854,1.568221943914255e-76,6,-577.1474310149823,1170.2948620299646,1206.0859876007828,225.27747428765804,641,648
polrights_fh ~ edu_exp_gdp_per_person + gini + internet_users + labour_force_participation_rate_percent + military_spending_pct_of_gdp + murder_per_mil_people,0.4662027175044221,0.4612061750785664,0.5769189922784171,93.30506533717389,4.775804453859206e-84,6,-559.5185137279768,1135.0370274559536,1170.8281530267718,213.34757066063995,641,648
polrights_fh ~ edu_exp_gdp_per_person + gini + internet_users + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.44074789944479875,0.43551309039123987,0.5905143679235092,84.19560196663932,1.3023649244933425e-77,6,-574.6117978631747,1165.2235957263495,1201.0147212971676,223.52132720214917,641,648
polrights_fh ~ edu_exp_gdp_per_person + gini + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.4654124676679134,0.4604085282077067,0.5773458786107624,93.00921231542733,7.647044218250376e-84,6,-559.9978185443115,1135.995637088623,1171.7867626594411,213.6634169348021,641,648
polrights_fh ~ edu_exp_gdp_per_person + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.4692547864272029,0.4642868125092049,0.5752673159648729,94.45596820208235,7.700951854266424e-85,6,-557.6606770627537,1131.3213541255075,1167.1124796963256,212.12772276797196,641,648
polrights_fh ~ electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp,0.3931118606522017,0.3874311604398978,0.6151499343365412,69.20130370561658,2.478597758437242e-66,6,-601.0968970383695,1218.193794076739,1253.9849196475573,242.56045213883482,641,648
polrights_fh ~ electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years + murder_per_mil_people,0.43587868531419754,0.4305982985932696,0.5930794985249618,82.546735371987765,2.050206888416665e-76,6,-577.4205438009219,1170.8410876018438,1206.632213172662,225.4674498967675,641,648
polrights_fh ~ electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + military_spending_pct_of_gdp + murder_per_mil_people,0.4674176544451018,0.4624324842839016,0.5762620767214173,93.76162484543157,2.3127447407870243e-84,6,-558.7802405488121,1133.5604810976242,1169.3516066684424,212.86198586412686,641,648
polrights_fh ~ electricity_use_per_person + gini + internet_users + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.44442368328726484,0.4392232809467399,0.5885705382904582,85.45948066826188,1.599616978882962e-78,6,-572.4752210369959,1160.9504420739918,1196.74156764481,222.05219354639615,641,648
polrights_fh ~ electricity_use_per_person + gini + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.4655255443235922,0.4605226633032201,0.577284814902953,93.05149221577487,7.149211422997598e-84,6,-559.9292783904431,1135.8585567808861,1171.6496823517043,213.61822256874103,641,648
polrights_fh ~ electricity_use_per_person + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.46862378509591535,0.4636499047692001,0.5756091811445179,94.21694015814604,1.12400773232769e-84,6,-558.0456508518301,1132.0913017036603,1167.8824272744785,212.3799207568498,641,648
polrights_fh ~ gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.47161723043461473,0.46667136987706037,0.5739855780480254,95.35594967679923,1.8617791974434682e-85,6,-556.2152745428898,1128.4305490857796,1164.2216746565978,211.18350348036765,641,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years,0.5106005654470496,0.5052477591316267,0.5528374007176763,95.3893220413879,5.1638499358317584e-95,7,-531.3832769751754,1080.7665539503507,1121.0315702175212,195.60268264465702,640,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + military_spending_pct_of_gdp,0.5288134224769078,0.5236598192852489,0.5424530307071673,102.61042668803053,3.021490200487777e-100,7,-519.095625763128,1056.191251526256,1096.4562677934266,188.32338593497025,640,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + murder_per_mil_people,0.5147778623734436,0.5094707452431531,0.5504729567818836,96.99764481084091,3.391971056220931e-96,7,-528.6058861793045,1075.211772358609,1115.4767886257796,193.93310473484124,640,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + life_expectancy_years + military_spending_pct_of_gdp,0.525438085330607,0.5202475643889104,0.5443924901781821,101.23031796474577,2.919448362847757e-99,7,-521.4083207084225,1060.816641416845,1101.0816576840155,189.6724373519374,640,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + life_expectancy_years + murder_per_mil_people,0.5192562101669176,0.5139980749656182,0.5479267787416449,98.75292100488477,1.7831353743661887e-97,7,-525.6016496122195,1069.203299224439,1109.4683154916095,192.14320311180506,640,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + internet_users + military_spending_pct_of_gdp + murder_per_mil_people,0.545276020395684,0.5403024768687618,0.5328925065417592,109.63531684081167,3.72302188281355e-105,7,-507.57303570555246,1033.146071411105,1073.4110876782754,181.74363105814967,640,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp,0.5287306361941151,0.5235761275274882,0.5425006824228319,102.57634051862382,3.1949751233290037e-100,7,-519.1525467384598,1056.3050934769196,1096.5701097440901,188.35647387471255,640,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + labour_force_participation_rate_percent + life_expectancy_years + murder_per_mil_people,0.517036651061297,0.5117542394322799,0.5491901911891817,97.87890217058032,7.704042654921788e-97,7,-527.094091439915,1072.18818287983,1112.4531991470005,193.03031430298233,640,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + labour_force_participation_rate_percent + military_spending_pct_of_gdp + murder_per_mil_people,0.545288987105432,0.5403155854018977,0.5328849086229892,109.6410504540431,3.68942150541042e-105,7,-507.56379653179465,1033.1275930635893,1073.3926093307598,181.7384485364042,640,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + gini + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.548074380164208,0.543131443697254,0.5312502726318097,110.88032060059071,5.230405031063772e-106,7,-505.57298751787437,1029.1459750357487,1069.4109913029192,180.62518538967817,640,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp,0.5171231465707153,0.5118416809863325,0.5491410108398924,97.9128119474714,7.277925665586362e-97,7,-527.0360600076807,1072.0721200153614,1112.337136282532,192.9957438632057,640,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + internet_users + labour_force_participation_rate_percent + life_expectancy_years + murder_per_mil_people,0.5078359705394119,0.5024529264671866,0.5543966782780594,94.33992434869447,3.0900473944723413e-94,7,-533.2083879363503,1084.4167758727006,1124.681792139871,196.7076332068775,640,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + internet_users + labour_force_participation_rate_percent + military_spending_pct_of_gdp + murder_per_mil_people,0.5442002036319611,0.5392148933591856,0.5335225107126154,109.16074905183257,7.891688548811398e-105,7,-508.338671492001,1034.677342984002,1074.9423592511725,182.17361243973937,640,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + internet_users + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5482169277296953,0.5432755503767388,0.5311664818460461,110.9441535368056,4.731224236148177e-106,7,-505.47077446624775,1028.9415489324956,1069.2065651996659,180.56821211949188,640,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + electricity_use_per_person + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5477623115417021,0.5428159618241895,0.5314336633527648,110.74071645244581,6.514083881754382e-106,7,-505.7966423306266,1029.5932846612532,1069.8583009284237,180.74991266850537,640,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp,0.5284617318052108,0.5233042819968303,0.5426554346960263,102.46570523022758,3.8299572891992584e-100,7,-519.337367101406,1056.674734202812,1096.9397504699825,188.46394931528525,640,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years + murder_per_mil_people,0.5190927694742279,0.5138328466403522,0.5480199114289159,98.6882860963472,1.9864802638198933e-97,7,-525.7117826725921,1069.4235653451842,1109.6885816123547,192.20852692643638,640,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + gini + internet_users + labour_force_participation_rate_percent + military_spending_pct_of_gdp + murder_per_mil_people,0.5437373237579299,0.5387469507365323,0.5337933469088056,108.9572505755585,1.0897144193448696e-104,7,-508.66753732425667,1035.3350746485135,1075.6000909156837,182.3586158106269,640,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + gini + internet_users + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5478501704746416,0.5429047817142079,0.5313820384398628,110.78000072669846,6.123849466759991e-106,7,-505.73369078873566,1029.4673815774713,1069.7323978446418,180.7147972969624,640,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + gini + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5474111800800765,0.5424609898622024,0.5316399341664011,110.58386768724206,8.337256582723084e-106,7,-506.04810843650233,1030.0962168730048,1070.361233140175,180.8902525442914,640,648
polrights_fh ~ corruption_perception_index_cpi + edu_exp_gdp_per_person + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5476574013276991,0.5427099041547208,0.5314953008365042,110.69382804680224,7.012649044834653e-106,7,-505.87179521638575,1029.7435904327715,1070.008606699942,180.79184307922307,640,648
polrights_fh ~ corruption_perception_index_cpi + electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp,0.5213726309079901,0.5161376440585462,0.5467193552230221,99.59387595469862,4.389397888524754e-98,7,-524.1721268959697,1066.3442537919393,1106.6092700591098,191.29731416030526,640,648
polrights_fh ~ corruption_perception_index_cpi + electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years + murder_per_mil_people,0.5174314890050622,0.512153395916055,0.5489656550384974,98.03379369771528,5.941281839473961e-97,7,-526.8291027715564,1071.658205543113,1111.9232218102834,192.87250586358172,640,648
polrights_fh ~ corruption_perception_index_cpi + electricity_use_per_person + gini + internet_users + labour_force_participation_rate_percent + military_spending_pct_of_gdp + murder_per_mil_people,0.5389135235459355,0.533870390209719,0.5366076713879134,106.86085170023713,3.085136974353261e-103,7,-512.0750200033078,1042.1500400066157,1082.4150562737861,184.2865875151097,640,648
polrights_fh ~ corruption_perception_index_cpi + electricity_use_per_person + gini + internet_users + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5427803561085203,0.5377795162534572,0.5343528441248899,108.53784001081074,2.1212464486688416e-104,7,-509.3463849056533,1036.6927698113066,1076.957786078477,182.7410956955897,640,648
polrights_fh ~ corruption_perception_index_cpi + electricity_use_per_person + gini + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5418493502445979,0.5368383275128982,0.5348966009890519,108.13148917023683,4.0498056355494285e-104,7,-510.00545371314547,1038.010907426291,1078.2759236934614,183.11319919977024,640,648
polrights_fh ~ corruption_perception_index_cpi + electricity_use_per_person + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5413890867521803,0.5363730298885323,0.5351652152283186,107.93121000594961,5.572651706348593e-104,7,-510.33078450817595,1038.661569016352,1078.9265852835224,183.29715685783844,640,648
polrights_fh ~ corruption_perception_index_cpi + gini + internet_users + labour_force_participation_rate_percent + life_expectancy_years + military_spending_pct_of_gdp + murder_per_mil_people,0.5423017996557364,0.537295725589471,0.5346324155815931,108.328760716939,2.958165987345341e-104,7,-509.68532748026615,1037.3706549605322,1077.6356712277027,182.93236466598998,640,648
